"posting-date","coursesReviews-review_user 2","coursesReviews-review_user 4","coursesReviews-review_user 6","verifiedScore","title","coursesReviews-review_body-heading","improvement 2","coursesReviews-review_body-info 2","coursesReviews-review_body-content","button href","mark_as_yes 2","mark_as_no 2","left src","right","posting-comment-date","content","content href","content 2"
"June 22, 2021","Joined:","Posts:","Kudos:","Verified GMAT Classic score:","710 on 1st GMAT Attempt: Q50 and V36","REVIEWER IDENTITY VERIFIED 

																			by score report","Points","Instructor","I had the opportunity to be a part of e-GMAT's LMP mentorship program. I started preparing after enrolling myself in the e-GMAT course. This itself took some time as I had to go through various demo classes by other institutes and obviously chose the best finally.

Reasons for choosing e-GMAT: 
1. As a working professional, I do not have much time for attending live classes. Also, recorded classes do not make sense to me. e-GMAT 's concept file format and practice/application quiz after each concept appealed to me greatly. 
2. I gave  the first free sigma-x mock from e-GMAT's portal to gauge my level before starting the preparation in which I had scored 600. I approached the e-GMAT team with the same and they were very helpful in providing insights and how to proceed further.

Talking more about the course:
SC: Best in the market filled with slicing approaches. Clear and crisp meaning-based approach with zero corner cutting strategy. Each answer is explained as to why it is correct and other choices wrong. Not that it is important, but this course will help you eliminate apps like Grammarly if you have them 😊 
CR: This course will truly clear the doubts in terms of logical gaps if any. The best part about CR course is its pre-thinking approach and understanding of what exactly has been asked and protects you from falling in traps which may be contextually similar but is very different from what the question demands.
RC: Honestly, this was my favorite as I feared this one the most. I have a slow reading speed. But what this course did for me is that it taught me to extract the meaning very efficiently as I read. There are multiple passage explanations which analyzes in depth why the author has written this sentence and what is the intent behind it. It actually builds your muscle memory of searching for transition words and linking the previous part to the next one that you are about to read. 
Quant: The question level exactly matches of the final examination. The OG questions are somewhat easy compared to what is asked. I would recommend to at least practice the questions from the wonderfully curated Scholaranium 2.0 for quant (and of course Verbal) to improve the score.

After 3 months of preparation and finishing the Verbal and Quant portion, I went on to give my 2nd Sigma-x mock. I wrote to the e-GMAT team again for how to proceed with mock strategy. This is when Archit, an expert from the e-GMAT team approached me for the e-GMAT Mentorship program – the Last Mile Push. 
Archit went through each of my mock performances and gave me suggestions of where I am exactly faltering. He went through the process of making a personalized video for me after each mock and mentioned the exact reasons for score dip. The personalized feedback of where I am lacking and what are the exact things I need to revise and focus on helped me to stay on track without losing time. Also, the insights he gave helped me to improve my sigma-x mock performances from 680 to 750 (Average score of 720 which is close to my final score)

I would surely recommend e-GMAT to any serious aspirant.","https://gmatclub.com/reviews/e-gmat-6?page=76#","0","0","https://gmatclub.com/reviews/css_2/review/verify-zero-posts.svg","This reviewer has not participated on GMAT Club but it is a REAL
            person and a REAL review. GMAT Club has verified this test-taker's
            identity through GMAC/Pearson Vue Score Reporting system  and confirmed
            that this reviewer indeed took the GMAT, is unique, and has not
            submitted multiple reviews.","","","",""
"June 21, 2021","Joined:","Posts:","Kudos:","Verified GMAT Classic score:","When in doubt, go for E-GMAT!","REVIEWER IDENTITY VERIFIED 

																			by score report","Points","Location","I was given told that e-gmat was the bible for GMAT verbal and it did not disappoint. Since I started my preparation with E-Gmat itself, my verbal concepts were fairly clear. The meaning based approach to sentence correction and the pre-thinking approach to CR questions proved to be an optimal technique to solve GMAT verbal questions.

I used the quant sections to brush up my maths since my undergrad course did not have a math component. It  proved to be a boon for students looking to refresh their math concepts from scratch.

The best part though about the E-GMAT course was the scholaranium that provided insights into my mistakes and provide me actionable steps to improve my performance. I can't thank the E-GMAT enough for their constant encouragement and involvement to improve my score further.","https://gmatclub.com/reviews/e-gmat-6?page=76#","0","0","","","","","",""
"June 21, 2021","Joined:","Posts:","Kudos:","Verified GMAT Classic score:","30 point improvement in 2 weeks!","REVIEWER IDENTITY VERIFIED 

																			by score report","Points","Location","I purchased the eGMAT course after my 2nd official try, in which I scored a 710 (Q48, V40). I felt I was close to my target score but not quite. After reading reviews online, I settled on eGMAT as the course to help me with my final push on what would eventually be my last official try.

eGMAT shares personalized plans on the basis of an ESR/ most recent mock test and puts you in touch with a mentor (thank you DJ!) who guides you through the process. I got a 2 week plan, with the focus in the 1st week on ironing out some kinks and the focus in the 2nd week on practicing and cementing methods. The meaning based approach in SC is very helpful and the diagnostic quizzes in each Quant module enable one to complete the course at one's pace. In my opinion, the SigmaX mocks are harder than the Official mocks and the Official exam, but it's always a good thing to be prepared for something harder than the actual version.

I got a 30 point improvement in ~2 weeks. If you stick to the plan, know your starting point and your target score, an improvement in a short span of time is possible. However, don't expect the eGMAT team to simply wave a magic wand and help you get your desired result - you will have to put in the team and your timelines to hit your target score will depend on your starting point.

I would recommend eGMAT to individuals who feel like they need external support through the GMAT journey and to those individuals who are at the last hurdle of their GMAT prep and just need to improve some processes to get to the end goal.","https://gmatclub.com/reviews/e-gmat-6?page=76#","0","0","","","","","",""
"June 21, 2021","Joined:","Posts:","Kudos:","Verified GMAT Classic score:","e-GMAT Course","REVIEWER IDENTITY VERIFIED 

																			by score report","","Location","I got introduced to the e-GMAT platform on GMAT Club whilst I was looking for resources to help me improve my score by a couple of points to reach 99th percentile. I had used a few different test prep resources in the past but those test prep resources lacked the structure and analytics that e-GMAT provides. For the same price, e-GMAT’s course is structured in a very methodical manner, with the opportunity to receive direct mentoring and a very specific study plan suited for your target score. I have had the privilege of working directly with DJ (Dhananjay Lowe) from e-GMAT, who has been a great support so far. I remember reaching out to him a couple of months ago and received an immediate response. He laid out my strengths and weaknesses and devised an action plan for me, which made it very easy to for me to track areas I needed to work on and the level of improvement that I should be targeting.

I would also like to highlight the CR technique that is unique to e-GMAT and honestly a game changer. The pre-thinking approach, although slightly tricky to adhere to at first, ensures that your approach to CR questions is very logical and ensures a high level of success. Moreover, the e-GMAT quant course is definitely one of the best out there - the syllabus armours you with enough skills to tackle the hardest level GMAT questions. Although I thought I knew all the concepts in Quant before signing up for e-GMAT, I was surprised at the nuances in techniques and skills for different topics quant that I wasn’t even aware of before going through the e-GMAT course! 

Finally, Scholaranium 2.0, e-GMAT’s interactive question bank, is definitely unparalleled when it comes to preparing in timed conditions. The topic by topic split helps you isolate your weaknesses and tackle them. The sheer number of questions and video explanations for almost all the questions show just how much effort has gone into building this and is definitely the best you can find in the market. What I also liked about e-GMAT’s question bank is the flexibility to select the topic you want to focus on that a lot of other test prep companies do not have. 

The Sigma-X mocks are also slightly harder than the actual GMAT exam, and hence the perfect prepping tool given the actual Official GMAT test prep mock exams are slightly easier than the actual exam in my experience. 

I do hope that more people sign up to e-GMAT as I continue to work with DJ towards my target score.","https://gmatclub.com/reviews/e-gmat-6?page=76#","0","0","https://gmatclub.com/reviews/css_2/review/verify-zero-posts.svg","This reviewer has not participated on GMAT Club but it is a REAL
            person and a REAL review. GMAT Club has verified this test-taker's
            identity through GMAC/Pearson Vue Score Reporting system  and confirmed
            that this reviewer indeed took the GMAT, is unique, and has not
            submitted multiple reviews.","","","",""
"June 20, 2021","Joined:","Posts:","Kudos:","Verified GMAT Classic score:","Easiest and best way to prepare for GMAT","REVIEWER IDENTITY VERIFIED 

																			by score report","Points","Location","E-GMAT is the best way to prepare for GMAT at your pace from the convenience of your home. The course is extremely comprehensive. It starts right from the beginning and helps you build your skills to achieve the score you want to. There are more than enough questions to strengthen your concepts and apply them in each of the sections. One of the best features is that you can post all your doubts online and the team is EGMAT is extremely prompt a clear in their responses. Even the smallest of your queries are answered. Lastly, the SIGMA Mock tests give you a good estimate of where you stand on the GMAT. The detailed analysis of each of those tests is extremely helpful.","https://gmatclub.com/reviews/e-gmat-6?page=77#","0","0","","","","","",""
"June 20, 2021","Joined:","Posts:","Kudos:","Verified GMAT Classic score:","GMAT mentorship (e-gmat)","REVIEWER IDENTITY VERIFIED 

																			by score report","Points","Instructor","I signed up to eGMAT in April at a point when I was feeling quite lost in terms of what material to study, what should be my prep strategy etc. I had taken this course previously as well, however I could not take the full advantage of it then. I did not waste any time or energy exploring any other service providers as I knew how amazingly e-gmat taught it’s verbal content, so I went ahead with the e-gmat complete test preparation package, and I was lucky to have Archit assigned as the mentor for me during the course. 
After getting a very specific analysis of my first Sigma-X mock (600, Q44, V28), Archit recommended I follow the CR & RC course, which would create a good base for increasing my Verbal score, along with cementing my quant and SC concepts. He provided step by step guidance on what to do when and how long should it ideally take to complete that step. Upon completing this course I felt a lot more confident answering Verbal questions, it started to become a second nature to me and I could improve my quant efficiency by a lot. However, my speed was not up to the mark and missed a few questions when I attempted the next e-sigma mocks. Archit provided guidance on how to improve TAKT time and move past the ridiculously tough questions. Archit mentored me very carefully throughout the last few days of preparation, which helped me to really get the most out of my time. This included a very specific video-analysis of my most recent mock test which pinpointed the lowest hanging fruits as well as coming with a step-by-step plan for the last 3 days. 2 days before the exam, Archit gave me quick tips on how to be well prepared for the online exam set-up, which really helped me as I was most nervous about the online set-up.
I am grateful to Archit to help score well in my GMAT exam, it was very useful to have someone who could provide the right strategy to study and improve the score. He provided a lot of feedback by providing a lot of insights from my performances in the quizzes and mocks. I would highly recommend the e-gmat program for all the GMAT test-takers because I feel it will definitely save you from all the hassle and doubts about the GMAT exam, prep strategy and mentors here will provide proper guidance.","https://gmatclub.com/reviews/e-gmat-6?page=77#","0","0","","","","","",""
"June 19, 2021","Joined:","Posts:","Kudos:","Verified GMAT Classic score:","710- Thanks to the egmat!!","REVIEWER IDENTITY VERIFIED 

																			by score report","Points","Location","My GMAT score was stuck between 640-660 from last three years. I had taken the egmat subscription earlier , but i did not utilize it fully that time because of my overconfidence. 

After my 6th attempt in Dec-2020, I was completely devastated. I was not able to figure out what was lacking in my prep. I thought to give up on GMAT. Luckily, while searching for GMAT debriefs I came across one of the egmat’s debrief with title ""730 on 6th Attempt” by Vinayak.  Had I not seen that 1 hour debrief, I would not have attempted GMAT again. After seeing the debrief, I realised that I need expert’s advice. So I reached out to egmat team for the first time for help.

The detailed ESR analysis and feedback by DJ- gave me a ray of hope. Without further delay, I enrolled for the course again and this time with a ""BEGINNER'S MIND""

How egmat changed my entire study approach and utimately my verbal ability for my last attempt?

1. Verbal course content - ""TO GET THE CONCEPTS CORRECT AND MITIGATE APPLICATION GAPS"" 

Example- 

a) SC- Meaning based approach improved my SC accuracy and the timing to solve question was reduced.
Egmat verbal expert Shraddha'S SC videos are just great!! It gave me right approach for SC. I always used to listen her in-detail analysis of SC Questions.

b) CR- I never knew before that mastering assumption type question is key to other kinds of CR questions(Evaluate/Strenghten/Weaken)
Prethink - helped me to comprehend and visualise the passage clearly
C) RC- Para summary and linking the para contents.
Egmat verbal expert Harshavardhan's video solutions were very helpful for me to correct my approach for CR/RC questions and for prethinking.

2. Scholaranium and Questions forum- ""TO GAUGE PERFORMANCE AND ANALYSE WEAK AREAS""

There are three kinds of quiz : Cementing, Custom and Ability quiz.
I used cementing quiz to strengthen the topics i was weak at. Custom quiz - for when I wanted to do mixed set of question types.

Scholaranium 2.0 also had great features like statistics of my performance. For instance- after each quiz I got a review list( with comparsion between recommended and actual time u took).It was much easier to pick the questions for review.

The main advantages of practising questions in Scholaranium were :I got detailed solutions and systematic approach from egmat-experts to solve each question; if i had doubts i used to go through all the past queries from different students ; Many a times i had posted my own queries and the replies from Verbal experts-Harshavardhan/Bikramjit/Stacey/Aarthi were to the point and cleared my concepts.

3. Egmat strategy support team - "" TO SEEK IMPROVEMENT PLAN AND FEEDBACK""

At one point i felt even after completing the intense verbal course my scores in scholarnium were not up to the mark.So,I reached out to the egmat support team for help.

The most important advice I got was from Archit(Egmat strategy team member) . I am just copying his words as is “Identify Root cause –Strategically review the last 30 questions you have d one in CR(any quiz taken). This is non-negotiable. Create an error log, make notes and revise both.""
I started to see patterns in my mistakes. Slowly, I was able to see that I was making similar kind of  mistakes repeteadly. I followed the same approach for all verbal and quant sub-sections.For a particular section/subsection, I revised all my previous error logs (even 4 months old error logs) before my next study session/quiz . My main aim during the process was “NOT TO REPEAT ANY MISTAKE”. I followed this method deligently and it worked like magic for me :)

I strategically reviewed two types of questions as suggested by Nava and Archit(Egmat strategy team members) 

i)Incorrect ones - What was the root cause that I made this mistake
ii)Correct questions solved in more than recommended time(TAKT time) - Why did I take more time? Was it the comprehension issue? Or Options visualisation issue? or something else

4. Egmat Bookmark and Notes features - "" TO REVISE FREQUENTLY""

5. Egmat Webinars - ""TO LISTEN FROM EGMAT EXPERTS, GET A GROUP STUDY FEELING  AND KEEP THE MOMENTUM OF STUDY""
   The weekly webinars by egmat team are just a great initiative to engage students. Through those webinars i got more insights about certain concepts and strategies.

6. Last Week unexpected help from egmat-  just  1 week before my GMAT date. They invited me for the egmat milestone program, and even though only 1 week was left for my exam I enrolled for it ( because this time I wanted all the help I can get). Atreya Roy was my mentor. He analysed my last mock and provided me 1 week improvement plan and sequence of execution for topics to study. This last minute help gave a extra confidence for the actual GMAT day.

I would not have achieved 700+ without egmat’s extended support.

I have learnt that it's important to seek help and learn from other’s mistakes. Life is too short to make them all yourself.","https://gmatclub.com/reviews/e-gmat-6?page=77#","1","0","","","","","",""
"June 18, 2021","Joined:","Posts:","Kudos:","Verified GMAT Classic score:","120 Point Improvement - 620 (Q48 V27) to 740 (Q50 V40)","REVIEWER IDENTITY VERIFIED 

																			by score report","Points","Instructor","On scoring 620 (Q48 V27) in December 2020, I was a tad bit taken aback. Having been a bright student throughout school and university, I couldn't settle with such a low score. Soon, I came across the ESR Analysis service provided by e-GMAT and signed up for it. They scheduled a video call with an expert who helped me analyse my ESR thoroughly and meanwhile, I registered for the e-GMAT free course post which I decided to enrol for the full course.

The e-GMAT prep program stands out in terms of - 
1. Meaning based approach for solving Sentence Correction problems - The emphasis is not just on correcting grammar but also on making sure that the chosen answer choice conveys the intended meaning per the original sentence.
2. Visualisation and Pre-thinking for answering Critical Reasoning Questions - Dissecting the argument in terms of background information, premise, and conclusion helps understand given information better.
3. Process Skills for solving Quant questions - I feel just applying formulae consumes a lot of time while attempting hard Quant problems. So, application and process skills need to be sharpened to reach your optimal potential.
4. Analytics provided by Scholaranium - The tool keeps a track of accuracy and average time you spend on questions (question-type wise, subsection wise and section wise). Each question is supplemented with detailed explanation which helps you solidify your concepts as you get to check your thought process behind rejecting options and choosing the correct one.
5. Mocks and LMT Program - Sigma-X Mocks provide great insights into your performance and as and when you attempt a mock, your mentor helps you analyse it further and provides the course of action ahead.

On scoring scoring 700 (Q50 V34], I had a chat with DJ to discuss the specifics of the exam I had appeared for and to chart the plan ahead. He believed in my abilities and was of the opinion that I could have done much better. So, he advised me to take another shot at the GMAT in 16 days. This time he took up one micro issue at a time and provided a plan to sort it out. For example, I was facing a problem with Humanities RC Passages so he suggested me to read about 2-3 articles from any reputed newspaper daily for about 2 weeks and this really improved my Takt Time and accuracy. Further, this time the plan wasn't as hectic as the last one and it just involved 3 mocks with strategic review and revision of notes. It felt as if I was doing too less but DJ had the optimal plan to pull up my score and he was confident about it. As per the charted plan, I booked a date for the exam and ended up scoring the coveted 740 (Q50 V 40).

I would like to thank DJ from e-GMAT for consistent support and guidance all through the process. He helped me analyse my sectional tests and mocks. He also provided video feedback for the first two mocks, explaining the areas that need improvement and created a hyper-specific plan. I couldn't have asked for a better mentor.

e-GMAT is a one stop platform for your GMAT prep needs. You are covered in terms of concepts, application skills, and even periodic motivation; you just need to be disciplined and follow the plan.

Useful Tips:
1. Start your GMAT preparation with a target score and make a precise plan and stick to it.
2. Take notes of the points you'd like to revisit and add the questions you get wrong or spend extra time on to error logs (E-gmat provides templates), I cannot emphasise this enough. It played a huge role in preparation.
3. Do not rush to solve questions as the question bank has only a limited number of questions. Focus on understanding and internalising the concepts first.
4. Learn the art of letting go questions. I learnt this the hard way. Spending say more than 4 minutes on a quant question is not wise until you have those extra minutes in hand as you'll end up skipping the questions you might know to finish the test in time.","https://gmatclub.com/reviews/e-gmat-6?page=77#","2","0","https://gmatclub.com/reviews/css_2/review/verify-zero-posts.svg","This reviewer has not participated on GMAT Club but it is a REAL
            person and a REAL review. GMAT Club has verified this test-taker's
            identity through GMAC/Pearson Vue Score Reporting system  and confirmed
            that this reviewer indeed took the GMAT, is unique, and has not
            submitted multiple reviews.","","","",""
"June 18, 2021","Joined:","Posts:","Kudos:","Verified GMAT Classic score:","E-GMAT Online Package Review","REVIEWER IDENTITY VERIFIED 

																			by score report","Points","Location","E-GMAT provides courses which provide crystal clear clarity on what the GMAT exam entails and what approach should adopted to excel in the exam. The main USP of the course structure is its focus on meaning based approach and learning from the problems solved. In the GMAT preparation, probably the most vital step is hard work in the right direction, and for me E-GMAT was that partner for me.

I will strongly recommend this course for everyone planning to give the GMAT.

I will also like to give a special mention to Archit, he was there guiding me throughout and played a significant role in my score improvement of 90 points.","https://gmatclub.com/reviews/e-gmat-6?page=77#","0","0","","","","","",""
"June 17, 2021","Joined:","Posts:","Kudos:","Verified GMAT Classic score:","V32 to V41 Thanks to E-gmat","REVIEWER IDENTITY VERIFIED 

																			by score report","Points","Location","E-GMAT has helped me with prep work very well. After a couple months of prep I had plateaued at a score of 680-690. Although I was scoring well on Quants, Verbal was a major issue. I was struggling to cross 32-34 range. I had borrowed some other prep work and practiced OG questions but nothing seemed to help. I came across E-GMAT and then thought of taking the 1 week trial. I liked the feedback points that they give and try to drill the solution method in every module that you do. I personally saw a lot of benefit with the structured approach that E-GMAT teaches. 
The analysis on which topics to target and the AI based study plan were good starting points. 
I had only taken the coursework for about 4 weeks before focusing on the Mock tests, and was not able to use the quant prep as much. However, I would surely suggest this course if you are looking for 90+ percentile scores on verbal at the very least. 
Overall, if you are struggling to target the right weakness, I would strongly suggest E-GMAT.","https://gmatclub.com/reviews/e-gmat-6?page=77#","0","0","","","","","",""
"June 16, 2021","Joined:","Posts:","Kudos:","Verified GMAT Classic score:","E-Gmat Course Review","REVIEWER IDENTITY VERIFIED 

																			by score report","Points","Location","So My journey with GMAT started in Feb when I bought the E-Gmat subscription as suggested by a friend. It took me around 3-4 months to give my first attempt on GMAT and score a 720 (V38 Q50). I had given one official GMATPrep Mock before starting my preparation and scored a 670 (V31Q49). So that shall give you an idea where I was before beginning my attempt. I used only the E-Gmat course and Official Guides for my preparation. Apart from these 2 I used to practice GMATClub practice question banks occasionally as well but I seriously do not think they helped me much. 

I will talk about how the course helped me:

SC: This was my weakest area in verbal, but I think E-Gmat's course is as fundamental as one needs to build his/her grammatical concepts. The way the course starts from the most basic blocks and build on most complicated concepts like modifiers is great. I do not think one needs to supplement this course with anything else. Once you have learnt all the fundamentals from this course, what is left is just how well you apply those fundamentals. There again E-GMAT does a great job in laying out a process for you to follow. Meaning is super important in GMAT SC and I have learned this the hard way. If you can develop a knack of comprehending the intending meaning early on, as the E-Gmat course teaches, applying grammatical concepts will become way easier. I suggest taking this aspect super seriously from the first sentence you read in your prep. Once you have built a habit of rushing through the meaning analysis part, it is very tough to train your mind to go the other way round. I still struggle with that just because I was complacent about this aspect in the beginning.

The questions scholoranium provides for SC encompasses all fundamental concepts of grammar application. If you do all of them and get 100% learning from their explanations, you will rarely learn anything new on SC. The only area of improvement I see here is that meaning based or rather hard meaning based questions in E-GMAT are a little less and those get tested heavily in GMAT.

CR: The CR course again is super conceptual. The way the course covers each question type is great and can help anyone learn from the scratch. The best take away from E-GMAT's CR course was Pre-Thinking. Though the term gets used in the GMAT world like a scientific concept, but it is not. It is a super elegant/simple way of solving CR problems. It is because of this simplicity that many students just ignore its importance (like me). I learnt from E-GMAT how important it is to read the question stem slowly and carefully and plan your line of attack. The E-Gmat course stresses on reading the stimulus as thoroughly as possible and I do not think there is any better advice possible for CR questions. I still fail on questions but only when I rush through the stimulus or through prethinking. Pre-Thinking becomes natural after a while, so you may need a little patience there. I don't think one needs to anticipate an answer in prethinking, planning a line of attack is just fine. Once you are sure about your line of attack, irrelevant options/ trap options would be visible to you. Thanks to this approach, by the end of my Prep CR had been my strongest suit. 

RC: Even though I considered SC my weakest area, it turned out that RC was as weak as SC for me. Somewhere it still is weak. I was neither a voracious nor a fast reader. All my life I had read just simple texts. Even the books I used to read before GMAT Prep were mostly non fiction and had very simplistic language. E-GMAT course again offered the best advice of reading slowly upfront and understanding the passage thoroughly before going to questions. You may find other techniques such as reading passages in 2.5- 3 mins with 70% understanding and then rereading information each question asks but I strongly feel those strategies work only for people who already are good readers, who would anyways do good on RC. I tried all the approaches and worked super hard on RCs but the only approach that worked for me was one suggested by E-GMAT: Read the passage thoroughly in 4+ mins and then go to questions.

Quant: Overall the course teaches even the most fundamental things, I was already at 49 when I started quant so I kind of skimmed through the course but the way it has been made, it is good to raise quant score from any level. I believe the course fundamentals are explained in as simple ways as possible but the questions are tricky and lengthy. If speed is your problem on quant, E-GMAT can help as it throws super lengthy calculations at you at times. Even the explanations given by E-GMAT usually involved the theoretic approach of solving mathematics. This is a place where I feel E-GMAT Quant can do better. I find it doesn't teach you many smart ways of getting to the solution quickly. 

Scholoranium: This is a great tool and by far the best I have seen so far in GMAT Prep. It gives you insights at so many levels that tracking your progress becomes super easy. It can even tell you what your accuracies are in each subsection such as Modifiers, Verbs etc. This just makes your prep more focussed. At last, the best value add of scholoranium is its explanations of each and every question. Even if you have a doubt you can just raise it to experts and they will answer that in a day. In most of the cases you will find most of your queries have already been answered in the doubts forum as some other student would have already raised it. Takt Time (and my struggles with it) was the most useful metric for me during my whole Prep.

Mentorship from DJ: For me, this was the most valuable part of the course. I was constantly in touch with DJ (E-GMAT's mentorship team member) over emails and I think this was the most valuable addition to my prep  Yes course material and all helps but a guide there to help you charter out your whole path is of worth unexplainable. By the end, I had more than 100 emails in my email conversation with DJ. When to attempt questions, how to analyze a quiz, when to do revisions, when to give and not give mocks, how to track your progress are only a few of the aspects DJ helped me address. I never used to bother about revisions but I think that is one thing DJ used to stress a lot on and it does wonders many people like me did not expect.
 I think at the end of the day you have to back your plan with data and given the sheer amount of data mentors on an E-GMAT team would have, they can clearly tell you what generally works and what doesn't. I always made it a point to validate my plans with DJ and that was very helpful.","https://gmatclub.com/reviews/e-gmat-6?page=77#","1","0","","","","","",""
"June 15, 2021","Joined:","Posts:","Kudos:","Verified GMAT Classic score:","E-gmat helps!","REVIEWER IDENTITY VERIFIED 

																			by score report","Points","Location","I had given my first attempt and even after scoring 700 in the mocks, I got a 610 on the actual exam.I wrote a mail to e-gmat support and DJ then started mentoring me through the process. He analysed my ECR report and gave me a to-do list. Once I used to complete it, he used to give me the next steps and this is how it progressed.
My earlier score was Q47 and V28. So my major weak point was verbal and thats what he made me target. The SC and CR files are especially helpful. They made the answer analysis almost automatic.
The CR prethinking files help you in understanding how the argument needs to be analysed.
The quant files take you from the basics to the advanced files and help in revision too.
Now, I am coming to the part which helped me the most. The scholaranium. The ability and cementing quizzes give you a correct estimate of your current ability in each topic.And later  one can practice the custom quizzes. The scholaranium mocks give you the most accurate score that you might get in the actual exam with deviation of 10-20 points.
I used to also attend their sessions on youtube also which were very helpful.
Now with the Scholaranium 2.0, its just going to become more helpful.","https://gmatclub.com/reviews/e-gmat-6?page=77#","0","0","","","","","",""
"June 14, 2021","Joined:","Posts:","Kudos:","Verified GMAT Classic score:","Complete package for GMAT prep: e-gmat","REVIEWER IDENTITY VERIFIED 

																			by score report","","Location","I was referred to e-gmat by a friend who himself scored a 750 with e-gmat and it was indeed a great choice. The course package has everything one needs - detailed and simple video lectures to practice sets and mocks. I want to point out the amazing course structure which focuses on testing and improving yourself at every step. The whole verbal section is methodically divided into sub-sections with intro quiz to know your understanding, followed by detailed videos on concepts and it ends with a practice set to master your learning. The Scholaranium is perfectly designed to cater to one's needs as it is highly customizable to practice on sections one wants to focus on. The Sigma x mocks are the final step. They give a great experience on what to expect on exam day. But more importantly the detailed analysis is just amazing. it's everything one needs to understand what's not working and fix those points before exam.","https://gmatclub.com/reviews/e-gmat-6?page=77#","0","0","https://gmatclub.com/reviews/css_2/review/verify-zero-posts.svg","This reviewer has not participated on GMAT Club but it is a REAL
            person and a REAL review. GMAT Club has verified this test-taker's
            identity through GMAC/Pearson Vue Score Reporting system  and confirmed
            that this reviewer indeed took the GMAT, is unique, and has not
            submitted multiple reviews.","","","",""
"June 13, 2021","Joined:","Posts:","Kudos:","Verified GMAT Classic score:","e-GMAT - A MUST HAVE FOR GMAT PREP","REVIEWER IDENTITY VERIFIED 

																			by score report","","Instructor","When I was starting my GMAT preparation, I was totally confused about the direction I should take to ensure that I have a decent score. I consulted my friends & family, did heavy research on the internet, watched hundreds of YouTube videos but could not decide on one. Confused, I tried one Paid subscription of one company after another (Jamboree, Experts Global, MGMAT Mocks ) but there was no appreciable increase in my ability. I could feel that while solving questions, I was missing the right approach. 

Then I decided to try out e-GMAT and boy-oh-boy, was I surprised!! The quality of the teaching is definitely much, much better than the rest of the others in the market. And this is coming from someone who has already invested more than Rs.2 Lacs in buying and prepping for the GMAT. 

The best part of e-GMAT is that it relies on reasoning and reasoning alone to solve the questions, much as in real GMAT. Even in Verbal SC (a section that people think is about grammar), e-GMAT showed me how Meaning based approach can help in solving questions faster. In RC & CR, their concept files of Pre Thinking and Process of Elimination helped to quickly gauge and eliminate the wrong options. The Quant section is decent enough to cover all your bases, neither too hard nor too easy. My only complaints were that the IR section is not properly developed and there is no support for AWA.  But overall, the e-GMAT course is still the best in business. I will be recommending it to anyone who is serious to crack the GMAT. 

Finally, the support by the personalized e-GMAT mentor Mr. Archit has been great. He was able to find out the gaps in the armor which would have taken me a long time to figure out. he helped to develop a strategy for every mistake.  

So, for all the upcoming aspirants out there, if you are reading this message - do not do the same mistakes I did. Go for e-GMAT subscription now! It is definitely worth it. You can check out their Free Trial version as well, if you wanna test the waters.","https://gmatclub.com/reviews/e-gmat-6?page=77#","0","0","","","","","",""
